"Event Name","Event Type","Resource Id","Event Date","Account","Region","Description"
"o2-load-balancer-v1-not-multi-az","compliance","ac5d918d76cc74eb9adcc1df8d6e3a64","2020-05-05T08:11:04.362Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-not-multi-az"
"o2-load-balancer-v1-unencrypted-protocol","-","ac5d918d76cc74eb9adcc1df8d6e3a64","2020-05-05T08:11:04.406Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-unencrypted-protocol"
"o2-s3-logging-not-enabled","compliance","o2-elb-v1-ac5d918d76cc74eb9adcc1df8d6e3a64-access-logs","2020-05-05T08:17:29.387Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-default-encryption","security","o2-elb-v1-ac5d918d76cc74eb9adcc1df8d6e3a64-access-logs","2020-05-05T08:20:09.617Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","kiran05052020001","2020-05-05T11:01:11.897Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kiran05052020001","2020-05-05T11:02:42.259Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kiran05052020001","2020-05-05T11:03:49.816Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-iam-unassigned-user","security","AIDAS6X65HY2AMRG2M5XK","2020-05-05T11:25:10.376Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-s3-open-to-public","security","kiran05052020001","2020-05-05T11:31:11.672Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-logging-not-enabled","compliance","cf-template101","2020-05-05T11:53:17.023Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","cf-template101","2020-05-05T11:54:12.268Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","cf-template101","2020-05-05T11:56:17.241Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","kiran0505002","2020-05-05T12:02:23.587Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kiran0505002","2020-05-05T12:03:02.266Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kiran0505002","2020-05-05T12:04:41.963Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","kiran0505003","2020-05-05T12:37:16.156Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kiran0505003","2020-05-05T12:37:58.276Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kiran0505003","2020-05-05T12:39:57.087Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","kirans30505005","2020-05-05T12:54:40.693Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kirans30505005","2020-05-05T12:55:24.381Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kirans30505005","2020-05-05T12:57:03.694Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","kiran0505006","2020-05-05T13:00:06.693Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kiran0505006","2020-05-05T13:00:45.464Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kiran0505006","2020-05-05T13:02:20.785Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-open-to-public","security","kiran0505006","2020-05-05T13:03:59.253Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-logging-not-enabled","compliance","kiran0505008","2020-05-05T13:13:03.763Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-open-to-public","security","kiran0505008","2020-05-05T13:14:31.111Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-s3-default-encryption","security","kiran0505008","2020-05-05T13:15:22.985Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-open-to-public","security","kiran0505008","2020-05-05T13:19:45.842Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket has permissions that allow access to anyone"
"o2-iam-unassigned-user","security","AIDAS6X65HY2J2SC6H6OU","2020-05-05T16:10:24.996Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-iam-unassigned-user","security","AIDAS6X65HY2EYYRCKVSQ","2020-05-05T16:29:31.094Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-security-group-unrestricted-ssh","security","sg-0ca00aa98e488e08a","2020-05-05T17:00:13.516Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ec2-required-tags","compliance","i-0d306403d61d2a607","2020-05-05T17:24:19.963Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0d7c2eb67b2b9c6f5","2020-05-05T17:24:20.352Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-0fc0ce85605f65e5b","2020-05-05T17:26:49.107Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0811c465ebf1070bb","2020-05-05T17:26:49.956Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-security-group-unrestricted-ssh","security","sg-0fc7c5fa497be7b95","2020-05-05T17:28:46.709Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ssm-unmanaged-instance","availability","i-0fc0ce85605f65e5b","2020-05-05T17:29:24.063Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-security-group-unrestricted-ssh","security","sg-051c56b9afe6d592f","2020-05-05T17:29:28.227Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ebs-unencrypted-volume","security","vol-0811c465ebf1070bb","2020-05-05T17:37:28.719Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-s3-logging-not-enabled","compliance","non-compliant-trail","2020-05-06T03:29:29.136Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-cloudtrail-s3-no-logging","compliance","non_compliant-trail","2020-05-06T03:31:36.092Z","Cloudticity-Fission-QA","us-east-1","CloudTrail S3 Bucket Logging Not Enabled"
"o2-s3-default-encryption","security","non-compliant-trail","2020-05-06T03:32:06.491Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","non-compliant-trail","2020-05-06T03:35:30.174Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-cloudtrail-s3-no-logging","compliance","non_compliant-trail","2020-05-06T03:48:34.025Z","Cloudticity-Fission-QA","us-east-1","CloudTrail S3 Bucket Logging Not Enabled"
"o2-s3-logging-not-enabled","compliance","cf-template101","2020-05-06T04:23:15.523Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-cloudtrail-s3-no-logging","compliance","compliant_trial","2020-05-06T04:33:33.149Z","Cloudticity-Fission-QA","us-east-1","CloudTrail S3 Bucket Logging Not Enabled"
"o2-iam-unassigned-user","security","AIDAS6X65HY2J5MKSEMHV","2020-05-06T04:54:21.872Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-iam-unassigned-user","security","AIDAS6X65HY2NVPH6LCHS","2020-05-06T05:18:20.531Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-load-balancer-v1-no-access-log","compliance","ashish-nc","2020-05-06T05:32:22.855Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-no-access-log"
"o2-load-balancer-v1-unencrypted-protocol","compliance","ashish-nc","2020-05-06T05:32:22.937Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-unencrypted-protocol"
"o2-s3-logging-not-enabled","compliance","cf-template101","2020-05-06T05:32:52.082Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-cloudtrail-s3-no-logging","compliance","compliant_trial","2020-05-06T05:33:32.379Z","Cloudticity-Fission-QA","us-east-1","CloudTrail S3 Bucket Logging Not Enabled"
"o2-load-balancer-v1-unencrypted-protocol","compliance","ashish-nc","2020-05-06T05:36:43.350Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-unencrypted-protocol"
"o2-iam-unassigned-user","security","AIDAS6X65HY2NVPH6LCHS","2020-05-06T05:38:49.102Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-load-balancer-v1-no-access-log","compliance","ashish-nc1","2020-05-06T05:41:03.552Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-no-access-log"
"o2-load-balancer-v1-unencrypted-protocol","compliance","ashish-nc1","2020-05-06T05:41:03.631Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-unencrypted-protocol"
"o2-load-balancer-v1-no-access-log","compliance","compliant-elb","2020-05-06T05:48:32.580Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-no-access-log"
"o2-load-balancer-v1-unencrypted-protocol","compliance","compliant-elb","2020-05-06T05:48:32.649Z","Cloudticity-Fission-QA","us-east-1","o2-load-balancer-v1-unencrypted-protocol"
"o2-iam-unassigned-user","security","AIDAS6X65HY2HGA5FTZBV","2020-05-06T06:08:57.050Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-iam-unassigned-user","security","AIDAS6X65HY2PURNTPGE4","2020-05-06T06:25:10.176Z","Cloudticity-Fission-QA","us-east-1","IAM user is not assigned to o2-Customer group."
"o2-ebs-untagged-volume","compliance","vol-01cf95f1cf2533714","2020-05-06T06:26:16.080Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-01acf7d1bdac78ef9","2020-05-06T06:26:18.076Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-no-asg","availability","i-01acf7d1bdac78ef9","2020-05-06T06:26:58.188Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ebs-untagged-volume","compliance","vol-0a2e4b3bb800dfa97","2020-05-06T06:27:28.099Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-08d083c879891c02c","2020-05-06T06:27:29.903Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-no-asg","availability","i-08d083c879891c02c","2020-05-06T06:28:07.323Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ssm-unmanaged-instance","availability","i-08d083c879891c02c","2020-05-06T06:29:55.598Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-security-group-unrestricted-ssh","security","sg-061afc44f0c66afb2","2020-05-06T06:30:10.130Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ebs-unencrypted-volume","security","vol-0a2e4b3bb800dfa97","2020-05-06T06:31:00.765Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-untagged-volume","compliance","vol-0adb4adb33017576e","2020-05-06T06:32:15.519Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-0ca41a1cd9984ff31","2020-05-06T06:32:18.512Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0a2e4b3bb800dfa97","2020-05-06T06:32:51.479Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-0ca41a1cd9984ff31","2020-05-06T06:34:45.415Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ec2-no-asg","availability","i-0ca41a1cd9984ff31","2020-05-06T06:34:46.995Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ebs-untagged-volume","compliance","vol-09d130d8ac11057a5","2020-05-06T06:35:16.463Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-0ab510dcf2863276a","2020-05-06T06:35:19.930Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-03f449dc10211142a","2020-05-06T06:36:08.047Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ebs-unencrypted-volume","security","vol-0adb4adb33017576e","2020-05-06T06:37:28.816Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ssm-unmanaged-instance","availability","i-0c0f1e13da25c780c","2020-05-06T06:38:31.196Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ec2-no-asg","availability","i-0c0f1e13da25c780c","2020-05-06T06:39:45.041Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0c0f1e13da25c780c","2020-05-06T06:39:46.410Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-unencrypted-volume","security","vol-02951b52e9d0eca06","2020-05-06T06:40:00.063Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-untagged-volume","compliance","vol-02951b52e9d0eca06","2020-05-06T06:42:20.551Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-01dbf17dd4b3812fa","2020-05-06T06:42:24.735Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-03f449dc10211142a","2020-05-06T06:42:25.928Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ec2-required-tags","compliance","i-0c0f1e13da25c780c","2020-05-06T06:43:35.612Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-no-asg","availability","i-0b563d1db2637bec0","2020-05-06T07:00:29.066Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0b149cfe0e0929edf","2020-05-06T07:07:24.305Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-04771255cf2aac338","2020-05-06T07:07:24.553Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-0b149cfe0e0929edf","2020-05-06T07:09:43.941Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-security-group-unrestricted-ssh","security","sg-0b399a933733277eb","2020-05-06T07:09:57.810Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ebs-unencrypted-volume","security","vol-04771255cf2aac338","2020-05-06T07:12:30.220Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ec2-required-tags","compliance","i-03ab9dd01e1153b3d","2020-05-06T07:13:56.424Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0a7bc564810cfb53e","2020-05-06T07:13:57.100Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-security-group-unrestricted-ssh","security","sg-0b0a031f1084fac07","2020-05-06T07:16:23.504Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ssm-unmanaged-instance","availability","i-03ab9dd01e1153b3d","2020-05-06T07:16:24.208Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-0a7bc564810cfb53e","2020-05-06T07:17:33.818Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-security-group-unrestricted-ssh","security","sg-0768e71c80cb1a486","2020-05-06T07:29:59.837Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ec2-required-tags","compliance","i-06a94c8938af95150","2020-05-06T07:42:39.134Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0141a813a4f5c9f90","2020-05-06T07:42:39.963Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-06a94c8938af95150","2020-05-06T07:44:59.422Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ec2-no-asg","availability","i-06a94c8938af95150","2020-05-06T07:47:30.989Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ebs-unencrypted-volume","security","vol-0141a813a4f5c9f90","2020-05-06T07:47:31.089Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-security-group-unrestricted-ssh","security","sg-02ef711cff7008073","2020-05-06T07:52:34.213Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-03a87be28c7b33208","2020-05-06T07:53:07.796Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0deb23dd497d0ec57","2020-05-06T07:53:17.348Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-06a2f123bf926de5f","2020-05-06T07:53:45.062Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0e6d20c1118117f12","2020-05-06T08:26:36.297Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0d96c8b4be13e9778","2020-05-06T08:26:45.156Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ebs-untagged-volume","compliance","vol-0442cc483dee51e2f","2020-05-06T08:48:41.631Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-0d6c2e9ea9f8740f3","2020-05-06T08:48:43.111Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-no-asg","availability","i-0d6c2e9ea9f8740f3","2020-05-06T08:49:29.180Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0ce3c8abbbc9aceac","2020-05-06T08:49:54.141Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0c6bee6b04587140d","2020-05-06T08:49:54.184Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-0d6c2e9ea9f8740f3","2020-05-06T08:51:01.935Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ssm-unmanaged-instance","availability","i-0ce3c8abbbc9aceac","2020-05-06T08:52:28.391Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-0442cc483dee51e2f","2020-05-06T08:52:31.312Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-unencrypted-volume","security","vol-0c6bee6b04587140d","2020-05-06T08:57:30.130Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ec2-required-tags","compliance","i-0f1368a811e77d612","2020-05-06T08:59:56.188Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-04fc89edbf0c11883","2020-05-06T08:59:56.771Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-no-asg","availability","i-0f1368a811e77d612","2020-05-06T09:00:05.746Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ssm-unmanaged-instance","availability","i-0f1368a811e77d612","2020-05-06T09:02:18.846Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-security-group-unrestricted-ssh","security","sg-0fe27e4ecfc8e102d","2020-05-06T09:02:23.930Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ec2-required-tags","compliance","i-08dc1cbbbddda23b7","2020-05-06T09:05:34.049Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-000dfaed2d1d9d6a8","2020-05-06T09:05:34.557Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-no-asg","availability","i-08dc1cbbbddda23b7","2020-05-06T09:06:28.121Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ebs-untagged-volume","compliance","vol-0c9dfa1b35da9961a","2020-05-06T09:06:33.167Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-00fd000f61902cf8e","2020-05-06T09:06:33.781Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-unencrypted-volume","security","vol-04fc89edbf0c11883","2020-05-06T09:07:26.162Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ssm-unmanaged-instance","availability","i-08dc1cbbbddda23b7","2020-05-06T09:08:02.019Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ssm-unmanaged-instance","availability","i-00fd000f61902cf8e","2020-05-06T09:09:02.862Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-000dfaed2d1d9d6a8","2020-05-06T09:12:26.819Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-unencrypted-volume","security","vol-0c9dfa1b35da9961a","2020-05-06T09:12:28.919Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ec2-required-tags","compliance","i-0f1368a811e77d612","2020-05-06T09:32:02.393Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0a59730a06333ceaf","2020-05-06T09:32:53.193Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-0ee9bddf1c89da76b","2020-05-06T09:32:55.479Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-required-tags","compliance","i-0cf291646226992af","2020-05-06T09:34:25.471Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0c576ac98f376ed07","2020-05-06T09:34:26.693Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-0ee9bddf1c89da76b","2020-05-06T09:35:21.526Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ssm-unmanaged-instance","availability","i-0cf291646226992af","2020-05-06T09:36:50.872Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-0a59730a06333ceaf","2020-05-06T09:38:09.556Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-unencrypted-volume","security","vol-0c576ac98f376ed07","2020-05-06T09:38:11.962Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ec2-required-tags","compliance","i-0f1368a811e77d612","2020-05-06T09:53:12.417Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-required-tags","compliance","i-0ee9bddf1c89da76b","2020-05-06T10:01:54.812Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ec2-required-tags","compliance","i-05960acc6d1d43a3c","2020-05-06T10:10:06.667Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-untagged-volume","compliance","vol-0d3baf22673af92ca","2020-05-06T10:10:06.969Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ssm-unmanaged-instance","availability","i-05960acc6d1d43a3c","2020-05-06T10:12:25.575Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-0d3baf22673af92ca","2020-05-06T10:17:28.184Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-ebs-untagged-volume","compliance","vol-027065b4d4723e69e","2020-05-07T03:22:12.609Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-required-tags","compliance","i-01739766d9d2d6927","2020-05-07T03:22:13.042Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ssm-unmanaged-instance","availability","i-01739766d9d2d6927","2020-05-07T03:24:37.741Z","Cloudticity-Fission-QA","us-east-1"," EC2 instance is not managed by SSM"
"o2-ebs-unencrypted-volume","security","vol-027065b4d4723e69e","2020-05-07T03:27:32.705Z","Cloudticity-Fission-QA","us-east-1"," EBS volume tagged for PHI is not encrypted"
"o2-sns-topic-open-publish","compliance","config-topic","2020-05-08T14:37:24.904Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-publish"
"o2-sns-topic-open-subscribe","compliance","config-topic","2020-05-08T14:37:24.949Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-subscribe"
"o2-sns-topic-open-publish","compliance","dynamodb","2020-05-08T14:37:25.096Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-publish"
"o2-sns-topic-open-subscribe","compliance","dynamodb","2020-05-08T14:37:25.154Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-subscribe"
"o2-sns-topic-open-publish","compliance","notify-error","2020-05-08T14:37:25.288Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-publish"
"o2-sns-topic-open-subscribe","compliance","notify-error","2020-05-08T14:37:25.346Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-subscribe"
"o2-sns-topic-open-publish","compliance","o2-alert","2020-05-08T14:37:25.455Z","Cloudticity-Fission-QA","us-east-1","o2-sns-topic-open-publish"
